Date/Time,ABBEY DRIVE FLOW,ANNIESLAND ROAD FLOW,BALDWIN AVE FLOW,BALMORAL STREET FLOW,BLAIRDARDIE ROAD FLOW,BROOMHILL DRIVE FLOW,BUNHOUSE DMA,CAIRNTOUL DRIVE FLOW,CHAMBERLANE ROAD PCC FLOW,CLARENCE DRIVE FLOW,CROSS PARK DMA FLOW,CROWN ROAD NORTH DOWNSTREAM,CULLEN PACKAGING 1 FLOW,CULLEN PACKAGING MAIN FLOW,DANES CRESCENT DMA FLOW,DAWSHOLM RECYCLING FLOW,DUMBARTON RD EXPORT Z0046D01 FLOW,DUMBARTON ROAD THORNWOOD DRIVE,DYKE ROAD,EDZELL STREET DOWNSTREAM,ERISKA AVE FLOW,FORTH ROAD Z0330D04 FLOW,FULTON STREET,GARTNAVEL HOSPITAL 80MM FLOW,GARTNAVEL HOSPITAL SINGLE FLOW,GLASGOW UNI FLOW,GLASGOW UNI JOSEPH BLACK FLOW,GLENKIRK DR Z0313D03 FLOW,ILAY AVENUE FLOW 1,KELVINHAUGH STREET FLOW,LAWRENCE STREET FLOW,LINCOLN AVENUE,M4 ANNIESLAND CROSS TRUNK MAIN METER,MILNGAVIE DSR 2006 NS569753 AUCH M4 MAIN FLOW,MOORHOUSE AVENUE FLOW,OLD DUMBARTON RD FLOW,ORMINSTON AVENUE FLOW,PARTICK DMA PRV FLOW,PARTICKHILL RF FLOW,SPEIRSHALL CLOSE PRV FLOW,SUCHIEHALL ST Z0332D13 FLOW,UNIVERSITY AVENUE FLOW,WHITECROOKS STREET FLOW,WHITTINGHAM DRIVE FLOW,WOODCROFT AVENUE FLOW,YORKHILL A E FLOW,MILNGAVIE DSR 2006 NS569753 AUCH M3 MAIN FLOW,MERKLAND STREET DMA ,CROW ROAD TM PRV ,M4 DRYMEN ROAD TM,M4 DUMBARTON RD DERBY,MILNGAVIE DSR INLET (MILNGAVIE CWT),MILNGAVIE DSR INLET (BALMORE CWT)
01/07/2022 00:00,2.79,11.68,3.98,4.84,7.5,9.1,3.3,10.73,0.43,6.8,5.32,3.69,0,6.51,2.19,0,11.61,15.97,6.34,10.86,13.17,3.9,15.31,0,1.24,2.73,0.5,7.92,6.87,5.13,8.41,11.17,78.99,253.17,4.83,7.98,5.8,5.04,8.21,29.56,4.24,7.56,7.18,6.31,5.6,0.28,-373.57,0,0,0,0,0,0
01/07/2022 00:15,4.23,9.92,3.67,4.36,6.97,8.67,3.32,5.21,0.18,6.36,5.26,3.5,0,2.58,2.26,0,12.83,16.84,6.11,9.14,7.33,3.5,15.1,0,1.81,2.37,0.51,6.7,4.37,5.58,7.89,7.72,73.01,243.12,4.27,7.77,6.14,3.96,7.74,28.99,4.37,7.58,6.37,6.1,5.11,0.28,-373.57,0,0,0,0,0,0
01/07/2022 00:30,3.19,9.43,3.98,4.43,6.6,9.2,2.94,7.8,0.41,6.22,4.63,3.07,0,3.91,1.86,0,11.84,16.46,5.88,8.63,9.98,3.12,13.62,0,1.37,2.38,0.5,7.12,5.47,3.92,7.4,7.66,68.02,206.29,3.7,7.11,5.46,3.63,6.78,25.5,3.66,5.4,6,5.42,4.73,0.9,-373.57,0,0,0,0,0,0
01/07/2022 00:45,2.19,8.99,3.71,4.26,6.6,9.38,3.3,9.33,0.41,5.79,4.71,2.71,0,4.12,1.78,0,8.79,14.62,5.1,7.84,11,2.91,14.07,0,1.3,2.39,0.5,6.9,5.48,5.13,7.1,10.42,54.63,208.68,3.79,7.36,5.4,3.26,5.96,22.64,3.71,5.43,5.62,5.51,4.32,1.14,-373.57,0,0,0,0,0,0
01/07/2022 01:00,1.71,8.41,3.9,3.69,8.4,5.63,3.02,6.68,0.2,5.36,3.97,2.66,0,2.07,1.6,0,7.62,10.53,4.87,8.12,8.94,2.53,12.77,0,1.29,2.38,0.5,6.33,3.62,2.38,6.68,10.63,45.52,183.34,3.34,6.97,4.69,3.29,5.88,20.92,3.19,5.3,5.39,4.9,3.89,0.88,-373.57,0,0,0,0,0,0
01/07/2022 01:15,1.81,8.39,3.19,3.19,6.22,4.1,3.11,12.1,0.27,5.48,4.09,2.8,0,2.36,1.28,0,8.01,10.54,4.99,7.53,14.22,2.56,12.1,0,1.34,2.34,0.49,6.09,3.47,3.22,6.53,8.26,59.19,195.29,3.04,6.03,4.46,3.37,5.83,20.26,2.9,6.82,5.42,5.01,3.63,0.67,-373.57,0,0,0,0,0,0
01/07/2022 01:30,1.66,7.93,3.13,3.38,7.33,4.06,2.59,6.67,0.12,5.43,3.49,2.63,0,1.27,1.48,0,7.07,8.91,4.71,7.32,9.46,2.39,12.1,0,1.17,2.38,0.49,6.11,2.27,2.82,6.03,4.88,61.33,184.29,3.04,6.39,4.19,3.16,5.63,19.71,2.72,5.71,4.93,4.28,3.27,0.6,-373.57,0,0,0,0,0,0
01/07/2022 01:45,1.69,7.64,3.13,2.84,5.9,3.53,2.49,6.52,0.12,5.14,4.04,2.16,0,1.27,1.28,0,6.93,9.3,4.51,7.79,9.5,2.17,11.47,0,1.2,3.28,0.5,5.84,2.31,2.03,6.47,4.37,56.63,180.7,3.18,6.92,3.97,3.61,5.94,19.39,2.62,8.27,4.67,3.74,2.83,0.5,-373.57,0,0,0,0,0,0
01/07/2022 02:00,1.46,7.33,3,3.02,5.69,3.29,2.87,3.56,0.11,4.62,3.48,2.21,0,3.98,1.12,0,6.92,7.89,4.31,6.98,5.92,2.17,10.38,0,4.11,2.39,0.64,5.52,4.29,3.53,5.66,4.51,35.54,159.42,2.94,5.78,3.97,3.13,5.21,18.12,2.44,5.88,4.44,6.66,2.43,0.43,-373.57,0,0,0,0,0,0
01/07/2022 02:15,1.49,7.36,3.02,2.4,5.67,2.82,2.54,8.16,0.16,4.7,3.66,2.13,0,1.37,0.94,0,6.23,7.82,4.1,7.06,11.06,2.13,10.32,0,0.74,2.39,0.52,5.33,2.5,2,5.58,4.5,35.83,164.2,3.06,6.09,3.93,2.83,4.93,18.61,2.49,5.07,4.29,2.96,2.22,0.38,-374.28,0,0,0,0,0,0
01/07/2022 02:30,1.42,7.4,3.03,2.46,5.79,2.87,2.71,6.06,0.2,4.67,3.6,2.1,0,2.88,0.93,0,8.51,7.64,3.86,7.03,7.88,2.46,10.36,0,0.77,2.38,0.43,5.1,3.73,2.98,5.26,8.69,35.4,146.51,2.99,6.22,3.7,2.82,4.89,18.31,2.54,4.82,4.17,2.8,2.01,0.36,-373.57,0,0,0,0,0,0
01/07/2022 02:45,1.38,7.06,2.81,2.42,5.69,2.88,2.79,3.6,0.12,4.47,3.83,2.04,0,1.24,0.89,0,6.11,7.26,4.16,6.76,4.8,2.33,9.78,0,0.73,2.39,0.43,5.01,2.19,1.58,5.47,9.08,50.79,152.72,3.46,4.6,3.63,2.64,4.74,17.32,2.5,4.69,4.13,3.02,1.69,0.33,-373.57,0,0,0,0,0,0
01/07/2022 03:00,1.54,7.03,2.67,3.28,5.64,2.39,2.7,7.51,0.13,4.32,3.59,1.9,0,1.2,0.91,0,6.21,6.88,3.91,7.71,9.11,2.19,10.16,0,0.63,2.37,0.44,5.04,2.1,1.43,5.37,5.24,38.39,159.42,3.56,5.12,3.58,2.6,4.6,17.54,2.73,4.7,4.19,2.43,1.77,0.3,-373.57,0,0,0,0,0,0
01/07/2022 03:15,1.49,6.88,2.78,3.1,6.27,2.43,2.51,3.38,0.11,4.29,3.42,1.83,0,1.27,0.9,0,6.38,6.99,4.06,8.17,4.58,2.1,9.86,0,0.74,3.51,0.44,5.03,2.06,2.66,5.08,3.19,30.13,151.77,3.41,4.24,3.82,2.6,4.67,17.71,2.42,7.28,3.98,3.08,1.74,0.27,-373.57,0,0,0,0,0,0
01/07/2022 03:30,1.34,7.18,2.66,2.74,6.58,2.47,2.42,6.66,0.11,4.4,3.54,1.89,0,1.18,0.9,0,6.2,6.72,4.02,7.43,7.89,2.1,9.58,0,0.79,2.4,0.43,5.01,2.08,1.83,5.02,4.11,37.68,152.72,2.62,4.34,3.51,2.43,4.42,16.2,2.53,6.6,4.02,2.74,1.66,0.37,-374.28,0,0,0,0,0,0
01/07/2022 03:45,1.43,7.76,2.64,2.72,7.29,2.27,2.82,3.57,0.22,4.42,3.34,1.87,0,2.74,0.84,0,5.73,6.31,3.88,6.7,4.88,2.12,9.82,0,1.07,2.39,0.46,5.07,3.33,0.96,4.94,5.98,51.64,153.2,2.7,4.71,3.46,2.54,4.64,16.26,2.5,4.43,3.89,2.92,1.68,1.09,-374.28,0,0,0,0,0,0
01/07/2022 04:00,1.64,8.02,2.86,2.77,5.63,2.06,2.26,3.12,0.17,4.32,3.32,2.02,0,1.66,0.82,0,5.83,6.52,4.02,6.59,4.47,2.08,9.98,0,0.67,2.71,0.43,4.99,2.31,1.63,4.9,4,29.85,159.42,2.78,3.47,3.61,3.1,5.02,16.2,2.31,4.84,3.9,2.54,1.56,1.12,-374.28,0,0,0,0,0,0
01/07/2022 04:15,1.68,7.76,2.78,2.86,5.67,2.42,2.24,3.47,0.09,4.41,3.73,1.99,0,2.11,0.97,0.01,6.37,6.92,3.94,6.86,4.67,2.17,9.61,0,0.67,2.39,0.44,4.91,2.99,2.12,5.14,3.03,40.39,149.85,2.76,4.46,3.79,2.67,4.6,16.74,2.2,4.49,4.28,2.56,1.57,0.86,-373.57,0,0,0,0,0,0
01/07/2022 04:30,2.68,7.7,2.8,2.8,5.67,2.28,2.47,11.91,0.09,4.38,3.31,1.91,0,1.2,0.93,0,6.41,6.41,3.93,6.73,13.21,2.18,9.73,0,0.54,2.38,0.43,5.08,2.2,0.63,4.96,3.13,44.23,143.64,2.7,3.6,3.54,2.62,4.83,16.67,2.33,4.4,4.26,3.31,1.61,0.71,-373.57,0,0,0,0,0,0
01/07/2022 04:45,1.63,6.8,2.92,2.6,8.53,2.11,2.41,3.83,0.1,4.43,3.46,1.96,0,1.2,0.81,0,6.17,6.67,4.09,6.92,5.29,2.23,9.97,0,0.67,3.26,0.44,5.13,2.16,0.96,5.33,3.57,42.67,152.25,2.58,4.29,3.78,2.71,4.57,16.81,2.21,6.27,3.97,6.49,1.56,0.57,-373.57,0,0,0,0,0,0
01/07/2022 05:00,1.58,6.86,2.81,2.66,6.51,2.32,2.18,3.34,0.18,4.49,3.24,1.89,0,2.46,0.86,0,6.12,6.39,3.99,6.61,4.72,2.24,10.17,0,0.63,2.4,0.44,5.18,2.97,0.73,4.84,6.86,24.15,146.03,2.77,5.26,3.88,2.43,4.74,16.88,2.39,6.99,4.09,5.28,1.56,0.47,-373.57,0,0,0,0,0,0
01/07/2022 05:15,1.51,6.89,3.11,2.54,5.87,2.17,2.34,8.01,0.1,4.34,3.27,2.06,0,1.33,0.83,0,6.2,6.49,3.96,6.93,9.39,2.14,10.88,0,0.62,2.41,0.44,5.58,2.17,1.12,4.86,5.13,47.8,149.85,2.99,3.91,3.9,2.48,4.48,17.73,2.48,4.78,4.18,2.36,1.51,0.4,-373.57,0,0,0,0,0,0
01/07/2022 05:30,1.62,7.49,3.12,2.91,6.03,2.09,2.16,7.49,0.13,4.64,3.61,1.81,0,1.86,1.16,0,6.86,6.3,4.23,7.13,9.04,2.3,11.18,0,1.41,2.41,0.43,5.36,2.66,2.69,5.01,3.19,54.49,165.64,3.14,4.87,3.98,2.58,4.47,19.09,2.44,4.64,4.71,2.88,1.68,0.4,-373.57,0,0,0,0,0,0
01/07/2022 05:45,1.62,7.88,3.33,3.03,6.06,2.06,2.24,6.91,0.3,4.56,3.54,1.97,0,5,1.28,0,7.38,6.37,4.3,6.99,8.5,2.37,11.54,0,0.66,2.42,0.46,5.43,5.18,0.99,5.07,3.17,13.32,160.86,2.99,3.83,4.01,2.63,4.83,19.69,2.58,4.48,5.09,2.33,1.62,0.37,-373.57,0,0,0,0,0,0
01/07/2022 06:00,1.96,7.82,3.39,2.94,6.62,2.01,2.36,9.59,0.11,4.7,3.71,2.14,0,1.19,1.44,0.03,8.22,6.42,4.5,7.88,11.53,3.18,13.1,0,0.78,2.4,0.43,5.76,2.57,0.83,5.53,3.54,63.75,179.99,3.38,4.39,4.94,2.79,5.12,21.62,2.76,4.47,5.12,2.38,1.7,0.33,-373.57,0,0,0,0,0,0
01/07/2022 06:15,2.31,8.77,4.19,3.59,6.71,1.88,2.14,9.16,0.29,5.44,4.31,2.8,0,1.12,1.64,0.01,8.59,6.48,5.11,8.31,11.32,3.69,13.72,0,0.94,2.5,0.44,6.26,2.98,0.98,5.83,5.36,58.62,206.77,3.6,3.6,5.67,3.81,6.42,23.92,2.72,5.06,5.52,2.67,1.74,0.31,-373.57,0,0,0,0,0,0
01/07/2022 06:30,2.46,9.67,4.61,3.48,8.8,2.5,2.36,10.47,0.38,5.87,4.59,3.17,0,1.17,1.89,0.01,10.58,7.18,6.02,8.49,12.92,4.01,16.26,0,4.37,2.63,0.43,7.47,2.74,1.44,5.94,6.38,103.21,215.86,4.17,3.66,5.44,3.56,5.84,27.91,3.07,7.18,7.24,6.26,1.76,0.3,-373.57,0,0,0,0,0,0
01/07/2022 06:45,3.18,10.97,5,5.6,10.86,3.28,3.17,8.89,0.62,7.47,4.73,3.42,0,1.18,1.72,0.01,10.7,8.33,7.24,9.24,11.78,4.77,17.93,0,4.72,3.79,0.44,7.9,3.38,1.33,6.4,5.46,8.76,247.91,4.5,3.71,6.37,4.2,7.03,29.83,3.31,7.82,7.23,7.26,1.89,0.28,-373.57,0,0,0,0,0,0
01/07/2022 07:00,3.51,13.42,5.18,5.13,8.62,2.86,2.33,9.41,0.57,7.66,5.37,4.38,0,3.86,1.66,0.08,11.96,7.64,8.56,9.89,12.67,5.26,18.93,0,1.6,2.79,0.44,8.46,6.03,1.39,7.39,7.72,105.35,259.38,4.82,3.79,6.24,4.76,8.21,35.44,4.03,5.08,7.98,3.79,2.16,0.56,-373.57,0,0,0,0,0,0
01/07/2022 07:15,4.04,14.12,6.01,4.16,8.57,3.2,2.94,6.77,0.72,9.68,5.2,4.7,0,1.24,2.61,0.06,16.79,9.38,11.63,11.64,10.28,5.66,22.26,0,4.93,3.87,0.44,8.69,4.22,1.93,8.07,11.38,86.69,300.04,7.4,4.24,7.77,6.79,9.56,47.91,4.72,6.87,9.59,7.72,2.59,1.21,-373.57,0,0,0,0,0,0
01/07/2022 07:30,5.3,14.7,6.29,4.9,9.02,5.72,2.93,12.44,1.97,10.94,7.19,5.61,0,0.31,3.01,0.04,15.92,15.8,10.4,12.6,16.86,6.67,23.72,0,4.62,3.39,0.43,9,3.44,4.07,8.88,10.41,54.35,310.08,7.83,4.16,8.68,6.13,11.97,41.69,5.21,8.48,9.89,7.51,2.8,1.2,-373.57,0,0,0,0,0,0
01/07/2022 07:45,5.32,15.64,6.62,5.42,10.49,9.91,2.86,9.1,2.47,11.84,7.22,6.83,0,0.96,3.31,0.13,15.08,16.74,9.62,12.43,13.31,7.42,25.51,0.03,4.48,3.13,0.44,9.6,4.41,2.89,9.76,8.38,121.73,324.43,7.92,4.79,8.66,5.94,11.16,41.31,5.36,9.63,9.27,7.89,3.13,0.96,-373.57,0,0,0,0,0,0
01/07/2022 08:00,6.06,16.27,6.2,5.43,10.13,8.48,2.73,12.86,3.62,12.79,6.59,5.79,0,0.88,3.67,0.13,16.93,14.07,9.36,12.67,16.91,8.8,24.2,0.3,3.84,3.41,0.44,9.02,5.62,3.1,9.63,8.58,132.41,329.22,7.87,4.74,9.39,6.31,12.19,44.89,6.66,7.04,11.16,8.24,4.42,0.72,-373.57,0,0,0,0,0,0
01/07/2022 08:15,6.32,16.84,5.94,5.22,12.02,6.63,3.28,11.32,4.1,14.34,8.3,6.82,0.34,0.64,4.04,0.03,18.41,15.01,11.07,13.49,15.46,8.2,24.98,0.47,4.13,4.14,0.44,9.81,5.3,2.87,10.18,10.99,69.16,372.74,7.62,6.48,10.7,6.84,12.58,47.59,6.37,6.66,11.01,8.32,5.16,0.61,-373.57,0,0,0,0,0,0
01/07/2022 08:30,7.78,16.94,5.94,5.57,11.22,6.91,3.48,13.8,3.38,14.21,8.32,7.69,0,1.09,3.82,0.07,19.42,15.32,11.42,12.77,18.24,7.79,23.79,0.83,1.19,3.06,0.43,10.08,5.58,3.5,11.24,13.76,36.68,350.26,7.76,6.93,10.76,7.58,14.07,48.76,6.07,7.48,11.33,6.73,6.87,0.68,-373.57,0,0,0,0,0,0
01/07/2022 08:45,7.37,17.16,6.66,5.52,10.29,8.02,3.71,9.8,4.93,13.8,8.34,6.09,0,2.08,4.27,0.03,20.8,16.63,10.88,13.08,14.87,9.09,24.47,0.58,1.36,3.64,0.43,10.13,5.91,4.57,11.54,14.22,132.41,377.04,8.48,6.6,11.23,7.71,14.53,50.51,6.84,9.98,11.73,10.91,7.01,0.99,-373.57,0,0,0,0,0,0
01/07/2022 09:00,7.52,17.58,6.7,6.36,10.52,7.72,4.17,14.88,4.96,12.5,8.76,7.02,0,0.74,4.08,0,19.5,17.04,10.82,13.48,20.3,8.37,25.97,0.78,1.38,3.63,0.46,10.39,4.41,3.98,10.38,12.52,153.92,358.87,9.14,8.61,9.89,7.57,13.58,48.54,6.6,8.02,11.98,11.8,8.23,1.07,-373.57,0,0,0,0,0,0
01/07/2022 09:15,7.44,17.3,6.68,6.23,10.87,8.06,4.14,13.68,3.5,12.74,8.36,7.27,0,0.56,4.34,0.03,19.87,17.98,11.74,13.93,18.88,8.01,24.7,0.82,1.91,3.78,0.43,10.02,4.66,6.16,10.74,13.18,165.32,359.35,8.13,8.37,10.53,7.84,13.83,51.32,6.77,7.06,11.14,10.84,10.51,1.03,-373.57,0,0,0,0,0,0
01/07/2022 09:30,7.07,17.38,6.97,6.39,13.32,8.06,4.1,20.32,3.62,12.37,8.99,7.09,0,2.21,4.32,0.08,19.47,16.92,11.71,14.11,24.73,8.14,25.53,0.29,3.26,3.68,0.46,10.33,6.47,3.9,10.36,17.1,35.83,380.63,8.76,9.63,10.91,6.84,13.72,51.28,7.28,7.5,11.89,10.18,7.88,1.11,-373.57,0,0,0,0,0,0
01/07/2022 09:45,6.61,18.02,8.19,6.72,12.02,7.96,3.36,14.67,3.71,11.83,8,6.43,0,0.89,4.43,0.01,22.09,17.86,11.97,15.82,19.38,8.46,27.78,0.73,6.11,4.37,0.46,10.1,4.6,5.79,11.42,16.61,43.52,390.44,8,9.44,11.49,6.93,12.51,53.43,7.39,10.11,13.1,14.56,9.88,1.29,-373.57,0,0,0,0,0,0
01/07/2022 10:00,6.61,16.23,7.86,6.99,11.06,8.6,3.08,11.29,3.87,11.48,7.79,6.49,0,2.82,4.87,0.18,24.29,18.04,12.02,14.54,15.8,7.13,24.68,0.62,3.99,4.81,0.59,10.2,6.23,4.06,12.01,15.98,258.34,386.13,9.02,8.4,10.6,6.07,12.36,51.37,7.06,10.4,13.13,12.41,8.86,1.4,-373.57,0,0,0,0,0,0
01/07/2022 10:15,5.79,16.3,7.81,7.26,10.32,8.54,2.97,13.98,4.22,11.52,7.8,7.2,0,0.57,4.33,0.06,23.73,16.83,11.58,13.91,19.79,8.01,26.67,0.5,3.16,4.46,0.73,10.66,4.34,4.3,11.82,15.36,210.62,379.44,9,9.59,10.61,7.03,13.59,52.01,6.62,8.1,14.69,11.26,8.79,1.33,-373.57,0,0,0,0,0,0
01/07/2022 10:30,6.62,15.97,7.62,6.77,10.59,8,3.13,10.6,2.87,12.09,7.48,6.5,0,0.58,5.34,0.04,23.91,15.89,12.02,13.76,15.71,7.38,25.27,0.18,6.54,3.67,0.81,12.16,3.96,9.48,12.03,13.34,61.47,383.74,9.14,8.73,11.29,6.03,13.31,51.5,7.4,7.53,14.9,14.03,7.22,1.33,-373.57,0,0,0,0,0,0
01/07/2022 10:45,5.92,15.57,8.19,6.48,10.22,8.17,3.17,13.23,2.57,11.96,7.31,5.43,0,0.56,4.94,0.03,22.14,16.72,13.18,13.76,18.29,7.19,25.06,0.61,7.79,3.49,0.78,11.82,4.28,6.76,11.49,15.65,129.28,375.13,8.44,9.87,11.32,6.39,12.59,49.24,6.57,9.62,13,15.01,7.68,1.33,-373.57,0,0,0,0,0,0
01/07/2022 11:00,5.69,16.91,6.8,6.31,11.97,8.71,2.9,13.8,2.77,11.22,8.11,6.1,0,0.6,5.46,0.02,22.04,17.41,12.91,14.83,19.22,7.9,28.14,0.56,2.16,3.41,0.81,10.58,4.51,5.01,11.42,19.29,127,373.7,9.43,9.67,9.96,7.27,12.3,56.7,6.1,9.96,12.87,8.43,8.29,1.3,-373.57,0,0,0,0,0,0
01/07/2022 11:15,5.62,16.59,6.88,6.67,11.12,8.46,2.83,11.37,2.96,11.58,7.94,5.28,0,0.06,4.57,0.08,23.08,17.68,12.61,14.61,16.27,7.57,26.18,0.56,3.74,4.09,0.96,10.82,4.96,7.57,11.93,14.07,178,399.05,8.22,8.86,9.28,6.86,12.08,56.21,6.67,8.28,12.08,10.36,7.6,1.31,-373.57,0,0,0,0,0,0
01/07/2022 11:30,5.04,16.67,6.78,6.42,10.34,7.96,2.78,13.6,2.2,10.67,7.06,6.14,0,0.43,4.69,0.13,23.73,17.43,11.49,13.99,18.5,6.6,25.8,0.49,3.7,5.42,1.02,10.37,4.71,8.28,12.31,15.3,155.78,371.78,8.99,10.16,10.79,7.1,11.71,56.62,6.53,10.57,12.33,12.07,7.7,1.42,-373.57,0,0,0,0,0,0
01/07/2022 11:45,6.07,17.36,6.47,6.6,9.33,8.29,3.24,11.42,2.99,9.49,6.99,5.56,0,0.29,4.47,0.17,24.34,18.67,12.18,13.67,16.36,6.4,25.19,0.67,7.49,4.53,1.07,10.67,4.5,6.99,11.92,15.83,137.54,380.87,9.6,9.33,11.03,7.54,12.6,57.44,7.11,9.9,13.48,17.47,7.4,1.36,-373.57,0,0,0,0,0,0
01/07/2022 12:00,6.17,17.33,5.99,7.17,12.58,9.87,2.89,21.47,2.72,9.92,6.98,5.31,0,0.18,3.86,0.28,23.07,18.94,11.96,15.09,26.18,7.26,25.71,0.59,2.93,3.68,1.12,10.49,4.77,6.74,11.96,15.79,108.34,382.78,9.26,10.37,11.32,6.89,12.41,53.97,6.67,10.71,13.47,12.09,6.48,1.36,-373.57,0,0,0,0,0,0
01/07/2022 12:15,5.92,15.93,6.98,7.06,11.49,9.47,3.06,13.22,2.68,9.9,7.21,5.73,0,2.56,4.26,0.02,23.63,20.56,10.91,15.56,18.02,6.47,25.89,0.38,4.74,3.43,1.08,10.63,5.94,5.51,12.72,13.08,264.9,392.83,9.36,9.82,10.53,6.61,12.06,54.19,6.59,8.62,13.4,10.72,7.39,1.31,-373.57,0,0,0,0,0,0
01/07/2022 12:30,5.26,18.04,6.88,6.87,12.03,12.93,2.9,11.29,2.63,10.16,6.93,6.27,0,3.37,4.44,0.02,24.37,22.38,11.1,15.67,15.96,6.81,26.66,0.58,5.66,3.74,1.02,10.62,6.69,7.67,11.8,14.04,84.12,369.87,8.9,10.24,10.14,6.88,12.11,57.42,7.13,8.11,12.83,11.02,6.7,1.13,-373.57,0,0,0,0,0,0
01/07/2022 12:45,5.49,16.41,6.74,7.24,10.18,13.37,3.18,13.48,2.12,10.48,6.87,5.29,0,0.08,4.28,0.07,26.2,22.46,11.34,15.31,18.89,7.33,24.79,0.6,9.39,3.8,1.1,10.69,3.81,8.17,12.91,14.89,156.06,383.26,8.32,10.7,9.22,7.37,12.33,55.61,7.28,9.79,13.27,15.83,6.07,1,-373.57,0,0,0,0,0,0
01/07/2022 13:00,5.2,15.82,7.03,7.17,10.56,12.53,3.11,11.16,1.27,9.64,6.66,5.6,0,0.1,4.77,0.23,24.97,19.92,11.76,14.79,16.09,6.59,25.47,0.53,6.49,4.76,1.12,9.83,4.32,4.58,13.79,13.66,172.3,361.26,7.81,10.3,9.43,6.68,11.19,55.69,6.71,12.06,13.42,12.58,6.52,0.92,-373.57,0,0,0,0,0,0
01/07/2022 13:15,5.13,16.18,6.73,6.34,13.56,10.11,3.39,12.1,2.22,9.52,6.7,5.46,0,0.33,4.56,0.14,25.3,19.39,11.87,13.43,16.02,6.9,25.53,0.29,6.66,4.48,1.12,9.72,4.46,6.18,12.59,16.51,65.18,375.13,7.68,10.86,9.83,6.91,11.47,54.81,7,8.59,12.64,13.04,6.36,1.29,-373.57,0,0,0,0,0,0
01/07/2022 13:30,5.3,15.26,6.71,6.11,10.7,10.92,2.93,13.52,1.97,9.88,6.62,5.43,0,0.08,3.71,0.12,27.02,18.86,11.36,13.23,18.44,7.17,26.46,0.37,2.6,3.87,1.16,10.18,3.58,5.9,11.57,20.73,79.56,343.56,7.82,9.93,9.58,7.79,12.78,55.53,6.91,7.87,13.11,8.19,6.38,1.46,-373.57,0,0,0,0,0,0
01/07/2022 13:45,4.5,14.88,6.68,6.3,9.88,8.57,2.77,13.96,1.69,9.69,7.01,4.82,0,0.06,3.73,0.09,25.36,16.51,11.36,13.24,18.69,6.24,25.67,0.59,6,4.93,1.02,10.64,3.1,4.62,11.86,14.67,80.13,332.56,7.93,9.44,9.63,6.81,11.63,53.36,6.61,8.56,12.52,11.11,5.91,1.39,-373.57,0,0,0,0,0,0
01/07/2022 14:00,4.36,14.88,6.4,6.36,10.18,7.73,3.41,10.22,1.84,9.37,6.53,5.77,0,0.06,3.96,0.26,25.08,17.98,10.13,12.37,15.12,5.73,23.12,0.66,3.89,3.93,1.01,9.63,3.63,5.63,11.8,12.42,128.28,334.48,8.28,9.77,9.59,6.16,10.34,52.4,7.19,9.72,12.31,9.41,6.24,1.36,-373.57,0,0,0,0,0,0
01/07/2022 14:15,4.64,14.79,6.54,6.58,9.56,7.82,2.6,9.21,0.93,9.1,6.76,5.21,0,0.04,3.58,0.08,24.09,15.83,10.4,14.06,13.52,5.54,24.34,0.73,5.74,4.29,1.06,9.37,3.51,4.74,11.96,14.68,15.6,323.48,7.44,10.9,9.14,6.73,10.6,52.24,6.57,9.64,11.88,11.44,5.8,1.34,-373.57,0,0,0,0,0,0
01/07/2022 14:30,4.4,14.63,7.01,7.49,10.79,6.71,3.31,17.52,1.61,8.99,6.56,5.27,0,4.03,3.64,0.26,23.43,14.27,9.56,15.06,21.93,5.76,24.33,0.58,2.91,5.29,1.07,10.2,6.1,3.77,11.53,14.36,129.14,355.52,6.53,9.5,9.44,6.47,11.04,50.08,6.37,9.01,11.81,8.1,5.97,1.22,-373.57,0,0,0,0,0,0
01/07/2022 14:45,3.88,14.51,6.73,6.47,10.8,6.9,3.23,16.68,1.4,7.69,6.48,4.93,0,2.14,3.39,0.39,20.26,15.51,9.61,15.83,21.44,5.62,22.51,0.22,2.91,4.23,1.02,9.57,4.8,5.89,12.43,12.23,249.94,334.95,7.13,9.62,8.88,5.74,9.49,46.89,6.18,8.4,10.78,8.49,5.34,0.9,-373.57,0,0,0,0,0,0
01/07/2022 15:00,4.11,14.31,6.39,6.68,10.71,7.2,3.12,14.53,0.92,8.12,6.36,4.9,0,0.01,3.62,0.01,22.08,14.46,9.7,15.22,19.89,5.76,23.19,0.46,2.58,4.22,0.98,9.79,3.26,3.8,11.47,11.38,174.15,337.35,7.24,8.1,8.76,5.8,9.37,50.24,5.93,8,11.48,7.13,5.08,0.77,-373.57,0,0,0,0,0,0
01/07/2022 15:15,4.34,13.92,6.78,6.58,8.61,6.3,2.74,8.99,0.58,8.19,6.14,5.03,0,0.01,3.68,0,23.73,13.58,10.77,13.71,13.51,5.74,24.47,0.6,6.49,3.53,0.98,9.67,3.06,4.72,10.87,14.93,83.27,330.65,7.23,9.39,8.47,6.68,10.38,51.03,6.01,9.33,12.41,11.48,4.83,1.22,-373.57,0,0,0,0,0,0
